Date_before,Time_before,Date_after,Time_after,Trial,Treatment,Trial_Temp,Rep_per_trial,Tank,Kelp_ID ,kelp color,Kelp_weight_before_g,length before cm,Kelp_weight_after_g,Kelp_grazed_pcntchange,Kelp_diff,Upstream/Downstream,Distance from pyc,Pyc position,Pyc_distance_moved,Pcnt_time_active,Pyc_weight,Observer,Notes
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,1,Red,19.066,25,19.0845,0,-0.0185,U,4.5,5.5,0,0.00,,"NS, EB","1 red was placed in 6 red position and vice versa. I switched measurements - pay attention to photos, 1 and 6 swapped, I switched area measurements "
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,2,Red,17.3,25,7.5472,56.37456647,9.7528,U,3.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,3,Red,19.742,25,14.843,24.81511498,4.899,U,2.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,4,Red,15.514,25,14.1708,8.657986335,1.3432,U,1.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,5,Red,21.686,25,25.2829,0,-3.5969,U,0.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,6,Red,27.31,25,28.1639,0,-0.8539,D,0.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,7,Red,22.114,25,20.5419,7.109071177,1.5721,D,1.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,8,Red,16.302,25,15.0743,7.530977794,1.2277,D,2.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,9,Red,19.172,25,14.3112,25.35364073,4.8608,D,3.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,10,Red,20.274,25,16.5963,18.13998224,3.6777,D,4.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,11,Red,19.209,25,14.3115,25.49586132,4.8975,D,5.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Control,8.1,1,1,12,Red,13.079,25,7.6018,41.87781941,5.4772,D,6.5,5.5,0,0.00,,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,1,Blue,34.219,25,32.301,5.605073205,1.918,U,4.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,2,Blue,26.971,25,27.2283,0,-0.2573,U,3.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,3,Blue,21.073,25,21.1212,0,-0.0482,U,2.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,4,Blue,22.513,25,22.5431,0,-0.0301,U,1.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,5,Blue,27.6222,25,28.24,0,-0.6178,U,0.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,6,Blue,32.562,25,32.552,0.03071064431,0.01,D,0.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,7,Blue,30.97,25,30.71,0.8395221182,0.26,D,1.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,8,Blue,25.374,25,23.0436,9.184204304,2.3304,D,2.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,9,Blue,34.137,25,33.4571,1.991680581,0.6799,D,3.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,10,Blue,30.925,25,29.8675,3.41956346,1.0575,D,4.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,11,Blue,21.253,25,20.3353,4.317978638,0.9177,D,5.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Caged,8.1,1,2,12,Blue,22.875,25,19.5989,14.32174863,3.2761,D,6.5,5.5,0,0.00,725.748,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,1,Black,33.195,25,28.2138,15.00587438,4.9812,U,2.3,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,2,Black,37.304,25,36.2919,2.713113875,1.0121,U,1.3,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,3,Black,34.378,25,33.2793,3.195939263,1.0987,U,0.3,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,4,Black,27.853,25,25.5714,8.191577209,2.2816,D,0.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,5,Black,25.05,25,23.6965,5.403193613,1.3535,D,1.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,6,Black,30.79,25,28.1752,8.492367652,2.6148,D,2.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,7,Black,26.911,25,26.2274,2.540225187,0.6836,D,3.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,8,Black,34.342,25,33.7382,1.75819696,0.6038,D,4.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,9,Black,33.5798,25,31.3653,6.594738504,2.2145,D,5.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,10,Black,29.92,25,29.3143,2.024398396,0.6057,D,6.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,11,Black,33.027,25,30.1691,8.65322312,2.8579,D,7.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,2,4,12,Black,28.0742,25,27.9679,0.3786394626,0.1063,D,8.7,3.3,9,20.00,260.816,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,1,Green,30.1553,25,29.0124,3.790046857,1.1429,U,8.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,2,Green,33.317,25,30.7432,7.725185341,2.5738,U,7.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,3,Green,29.017,25,26.6639,8.109384154,2.3531,U,6.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,4,Green,27.1208,25,27.3368,0,-0.216,U,5.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,5,Green,36.3071,25,36.3132,0,-0.0061,U,4.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,6,Green,23.1472,25,23.4637,0,-0.3165,U,3.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,7,Green,27.176,25,27.5655,0,-0.3895,U,2.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,8,Green,31.241,25,30.243,3.194520022,0.998,U,1.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,9,Green,26.8362,25,23.8563,11.10403112,2.9799,U,0.6,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,10,Green,32.027,25,30.6542,4.286383364,1.3728,D,0.4,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,11,Green,21.0691,25,20.6666,1.910380605,0.4025,D,1.4,9.6,6,13.33,682.657,"NS, EB",
7/6/23,16:40,7/9/23,19:00,1,Active ,8.1,1,3,12,Green,33.502,25,31.6504,5.526834219,1.8516,D,2.4,9.6,6,13.33,682.657,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,1,Red,43.3128,25,42.7846,1.219500933,0.5282,U,10,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,2,Red,36.6561,20,37.2638,0,-0.6077,U,9,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,3,Red,34.5942,20,34.988,0,-0.3938,U,8,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,4,Red,33.0326,20,33.308,0,-0.2754,U,7,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,5,Red,33.9285,20,34.2347,0,-0.3062,U,6,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,6,Red,28.4742,20,28.6617,0,-0.1875,U,5,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,7,Red,34.1038,20,34.5041,0,-0.4003,U,4,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,8,Red,27.8811,20,28.6219,0,-0.7408,U,3,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,9,Red,29.9659,20,30.3428,0,-0.3769,U,2,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,10,Red,26.7097,20,27.6405,0,-0.9308,U,1,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,11,Red,26.5111,20,27.8485,0,-1.3374,D,0,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,1,1,12,Red,38.7446,20,38.9489,0,-0.2043,D,1,11,12,30.77,733.67,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,1,Blue,23.3486,20,23.8401,0,-0.4915,U,0.7,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,2,Blue,22.56128,20,22.7845,0,-0.22322,D,0.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,3,Blue,23.0296,20,23.3088,0,-0.2792,D,1.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,4,Blue,18.8294,20,19.1872,0,-0.3578,D,2.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,5,Blue,22.7935,20,22.8271,0,-0.0336,D,3.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,6,Blue,21.6486,20,21.7293,0,-0.0807,D,4.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,7,Blue,30.1706,20,30.7372,0,-0.5666,D,5.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,8,Blue,22.4001,20,22.9208,0,-0.5207,D,6.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,9,Blue,19.675,20,19.962,0,-0.287,D,7.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,10,Blue,29.1759,20,29.4392,0,-0.2633,D,8.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,11,Blue,27.396,20,27.3633,0.1193604906,0.0327,D,9.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Active ,7.1,2,2,12,Blue,27.4912,20,27.6095,0,-0.1183,D,10.3,1.7,8,15.38,791.9,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,1,Green,21.4661,20,22.5126,0,-1.0465,U,4.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,2,Green,20.9868,20,22.0879,0,-1.1011,U,3.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,3,Green,22.1295,20,22.8391,0,-0.7096,U,2.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,4,Green,22.4934,20,23.325,0,-0.8316,U,1.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,5,Green,23.815,20,23.8522,0,-0.0372,U,0.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,6,Green,17.8429,20,18.0067,0,-0.1638,D,0.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,7,Green,34.886,20,35.2728,0,-0.3868,D,1.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,8,Green,20.2883,20,21.4976,0,-1.2093,D,2.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,9,Green,33.2806,20,33.5116,0,-0.231,D,3.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,10,Green,31.3777,20,31.5002,0,-0.1225,D,4.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,11,Green,15.5116,20,16.8192,0,-1.3076,D,5.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Caged,7.1,1,3,12,Green,22.5924,20,24.2367,0,-1.6443,D,6.5,5.5,0,0.00,628.65,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,1,Black,38.2109,20,38.3005,0,-0.0896,U,4.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,2,Black,40.7824,20,40.7486,0.08287888893,0.0338,U,3.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,3,Black,35.6849,20,35.8533,0,-0.1684,U,2.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,4,Black,37.3317,20,37.9909,0,-0.6592,U,1.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,5,Black,33.5418,20,33.9486,0,-0.4068,U,0.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,6,Black,32.281,20,31.6723,1.885629318,0.6087,D,0.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,7,Black,30.2272,20,30.648,0,-0.4208,D,1.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,8,Black,29.2557,20,29.7584,0,-0.5027,D,2.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,9,Black,27.3848,20,27.0351,1.276985773,0.3497,D,3.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,10,Black,28.4258,20,29.0119,0,-0.5861,D,4.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,11,Black,23.4686,20,23.3058,0.6936928492,0.1628,D,5.5,5.5,0,0.00,,"NS, EB",
7/10/23,14:00,7/13/23,17:56,2,Control,7.1,1,4,12,Black,17.601,20,15.6821,10.90222146,1.9189,D,6.5,5.5,0,0.00,,"NS, EB",
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,1,Red,25.0091,20,22.7972,8.844380645,2.2119,U,9.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,2,Red,21.4214,20,21.9351,0,-0.5137,U,8.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,3,Red,24.4553,20,24.4172,0.1557944495,0.0381,U,7.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,4,Red,23.9965,20,23.5604,1.817348363,0.4361,U,6.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,5,Red,24.2691,20,24.1841,0.3502396051,0.085,U,5.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,6,Red,21.1747,20,21.0462,0.6068562955,0.1285,U,4.9,10.9,7,7.69,1439.6,,
